Property_ID,Location,Type,Price,Bedrooms,Bathrooms,Size_sqft,Year_Built,Sold,Date_Added,Agent_ID,Listing_Type,HOA_Fee,Parking_Spaces,Garage,Pool,Lot_Size_acres,Days_on_Market
PROP02671,Chicago,Apartment,416298,6,5,2137,1988,1,11/13/2024,AGT0033,For Sale,300,3,1,0,0.32,195
PROP02672,Los Angeles,Condo,,2,2,1646,1968,0,1/26/2024,AGT0180,For Rent,300,3,0,1,0.52,162
PROP02673,New York,Condo,371560,2,3,1758,1961,0,11/29/2024,AGT0144,For Sale,0,2,1,1,0.14,1
PROP02674,Chicago,Apartment,260676,1,1,1182,1958,0,4/24/2024,AGT0199,For Rent,,0,1,1,0.34,232
PROP02675,Los Angeles,Condo,303395,2,0,1753,1996,0,9/14/2023,AGT0084,For Rent,300,2,0,0,0.07,5
PROP02676,New York,Apartment,263856,3,,2103,2003,0,6/20/2023,AGT0044,For Rent,200,0,1,0,0.32,114
PROP02677,Miami,Condo,376645,4,1,2327,2008,0,1/18/2024,AGT0094,For Rent,200,2,0,0,0.36,166
PROP02678,Miami,House,,3,3,1283,2000,0,9/22/2023,AGT0060,For Rent,,1,0,1,-0.13,138
PROP02679,Miami,Condo,379864,5,1,1852,2005,0,3/17/2024,AGT0188,For Rent,,3,1,1,0.44,33
PROP02680,Miami,Condo,392193,2,4,911,2011,0,9/5/2024,AGT0154,For Rent,200,1,0,0,0.08,35
PROP02681,San Francisco,Condo,392303,3,2,1379,2005,0,6/12/2025,AGT0167,For Rent,300,1,0,0,0.23,69
PROP02682,Chicago,House,355125,0,1,1363,1975,0,3/21/2024,AGT0052,For Rent,,3,1,1,0.25,98
PROP02683,Chicago,Apartment,186071,3,3,2278,2006,0,11/6/2023,AGT0187,For Sale,300,2,0,0,0.04,90
PROP02684,San Francisco,Condo,470097,2,2,247,2007,0,12/1/2024,AGT0167,For Rent,0,2,1,1,0.37,128
PROP02685,Los Angeles,Condo,480441,2,2,2403,1986,0,7/20/2023,AGT0102,For Sale,200,1,0,0,0.31,62
PROP02686,Los Angeles,House,276612,4,3,819,1964,0,11/6/2023,AGT0028,For Rent,200,2,0,0,0.03,282
PROP02687,Miami,Apartment,262930,,,1416,1972,0,10/15/2024,AGT0169,For Sale,200,0,0,1,0.59,139
PROP02688,New York,Condo,,2,1,2476,1996,0,11/21/2023,AGT0200,For Rent,0,1,1,0,0.83,224
PROP02689,Los Angeles,House,355081,3,0,315,2000,1,4/22/2024,AGT0040,For Rent,200,0,0,1,0.22,244
PROP02690,New York,Apartment,279805,6,0,881,1980,1,9/17/2024,AGT0004,For Sale,0,3,0,1,0.16,254
PROP02691,Chicago,Apartment,174997,0,2,1970,1979,0,7/30/2023,AGT0143,For Rent,200,2,1,1,0.16,200
PROP02692,New York,Condo,330570,2,2,625,1994,0,7/20/2023,AGT0149,For Rent,0,0,1,0,0.27,64
PROP02693,Chicago,Condo,355143,0,2,2670,1962,1,12/27/2023,AGT0079,For Rent,0,2,0,0,0.41,138
PROP02694,San Francisco,Condo,372582,4,0,1405,1956,1,10/5/2024,AGT0051,For Rent,200,1,0,0,0.13,244
PROP02695,San Francisco,Condo,334929,1,0,1624,1979,1,5/3/2024,AGT0060,For Rent,0,3,1,1,0.44,87
PROP02696,Miami,House,272888,1,2,1634,1954,0,7/3/2024,AGT0076,For Rent,100,3,0,1,0.28,184
PROP02697,Los Angeles,House,399400,4,2,1314,1991,1,9/11/2023,AGT0197,For Rent,0,2,0,0,0.36,282
PROP02698,Miami,Condo,306584,,1,2142,1971,0,11/30/2024,AGT0067,For Sale,0,0,0,1,0.28,149
PROP02699,Chicago,Apartment,253507,2,1,859,1971,0,5/17/2025,AGT0199,For Sale,300,0,1,0,-0.01,52
PROP02700,Miami,Condo,281934,1,3,1259,2014,1,11/2/2024,AGT0194,For Rent,100,3,0,1,0.4,187
PROP02701,New York,Apartment,125403,6,,1502,1971,0,10/3/2023,AGT0011,For Rent,300,0,0,0,0.51,58
PROP02702,Chicago,Apartment,281775,8,2,1244,1957,0,6/2/2024,AGT0034,For Sale,,3,0,0,0.6,286
PROP02703,San Francisco,Apartment,368843,4,2,586,1966,0,11/19/2023,AGT0045,For Rent,100,1,0,0,0.3,44
PROP02704,Los Angeles,House,,2,3,1714,1997,0,9/21/2024,AGT0149,For Rent,300,2,1,0,-0.08,126
PROP02705,Chicago,Apartment,452066,1,3,1320,1976,0,12/17/2023,AGT0131,For Sale,,3,0,0,0.3,139
PROP02706,Chicago,Apartment,273702,3,2,1212,2012,0,3/26/2024,AGT0182,For Sale,,1,1,1,0.26,84
PROP02707,New York,House,348731,2,,2622,1963,0,6/1/2025,AGT0042,For Sale,300,1,1,0,0.44,182
PROP02708,Los Angeles,Apartment,,3,1,1809,1954,0,2/6/2025,AGT0087,For Rent,100,0,0,0,0.03,299
PROP02709,San Francisco,Apartment,534285,5,1,1097,1991,0,3/29/2024,AGT0050,For Rent,200,1,0,1,0.16,25
PROP02710,Chicago,Condo,314476,2,2,1363,2017,0,3/11/2024,AGT0140,For Rent,300,2,0,1,0.12,211
PROP02711,Chicago,Apartment,195581,2,3,1054,1970,1,7/6/2024,AGT0186,For Sale,200,1,1,0,0.23,279
PROP02712,New York,Apartment,384792,7,2,1065,1974,0,1/29/2025,AGT0033,For Sale,,3,0,1,0.26,285
PROP02713,Miami,Apartment,486572,,3,1024,1969,0,11/25/2024,AGT0132,For Sale,100,1,1,1,0.14,163
PROP02714,San Francisco,Apartment,267745,5,1,1542,1992,0,3/11/2025,AGT0198,For Sale,0,3,1,0,0.5,107
PROP02715,Los Angeles,Apartment,384108,,,1024,1981,0,4/10/2025,AGT0113,For Sale,0,2,0,0,0.61,57
PROP02716,Chicago,House,422872,2,2,855,1950,1,5/25/2024,AGT0160,For Rent,,0,1,1,-0.17,183
PROP02717,Chicago,Apartment,401706,3,2,559,1966,0,1/27/2024,AGT0001,For Sale,300,3,1,0,0.34,10
PROP02718,San Francisco,Apartment,312555,4,2,1627,1987,0,6/28/2024,AGT0102,For Sale,300,0,1,0,0.74,179
PROP02719,Miami,House,230152,4,,1701,1990,0,10/18/2024,AGT0171,For Rent,200,0,1,0,0.33,243
PROP02720,Chicago,House,291872,1,0,,1960,0,3/17/2025,AGT0186,For Rent,200,0,1,1,0.11,264
PROP02721,San Francisco,Apartment,345860,2,1,1772,2021,0,1/9/2024,AGT0005,For Sale,200,1,0,0,0.17,100
PROP02722,New York,Apartment,390822,,1,451,2005,0,3/5/2025,AGT0163,For Sale,200,0,1,0,0.54,268
PROP02723,Miami,Apartment,333394,1,2,604,2014,0,12/21/2023,AGT0184,For Rent,0,1,0,1,0.19,275
PROP02724,Los Angeles,Condo,262009,4,5,1460,1994,0,12/30/2024,AGT0148,For Rent,100,2,1,1,0.5,12
PROP02725,Chicago,Condo,355537,4,2,1802,1961,0,4/5/2025,AGT0158,For Sale,100,2,1,0,0.26,67
PROP02726,San Francisco,Apartment,386008,3,2,1216,2009,1,10/24/2024,AGT0129,For Sale,0,3,1,1,0.19,115
PROP02727,New York,House,337961,,0,1823,1961,0,10/14/2023,AGT0112,For Rent,200,0,0,0,0.54,87
PROP02728,Los Angeles,Apartment,216381,3,,1744,2009,0,1/22/2024,AGT0179,For Sale,100,2,0,0,0.77,293
PROP02729,San Francisco,House,281859,6,1,2342,1956,1,8/29/2023,AGT0062,For Sale,300,0,1,0,0.39,54
PROP02730,San Francisco,House,394782,2,0,1087,1955,0,11/29/2024,AGT0100,For Rent,0,2,0,1,0.47,232
PROP02731,Los Angeles,House,161698,4,1,1314,1984,1,12/19/2023,AGT0182,For Rent,300,2,0,0,0.6,277
PROP02732,New York,Apartment,90682,4,3,1597,1950,0,8/10/2023,AGT0050,For Sale,100,0,1,1,0.23,230
PROP02733,New York,Apartment,450808,4,4,1735,1989,0,10/7/2024,AGT0058,For Rent,,1,1,1,0.31,199
PROP02734,Miami,House,351141,3,2,490,1989,0,3/2/2024,AGT0143,For Rent,300,0,1,0,0.05,189
PROP02735,Chicago,Condo,360673,0,2,1489,1974,0,1/25/2025,AGT0066,For Rent,100,2,1,1,0.42,266
PROP02736,Los Angeles,Condo,192318,0,1,1605,1956,0,4/3/2025,AGT0009,For Rent,300,3,1,0,0.1,291
PROP02737,Los Angeles,Condo,,3,2,1215,2005,1,5/21/2024,AGT0168,For Sale,100,1,0,1,0.51,142
PROP02738,Los Angeles,House,327524,1,2,2491,1982,0,9/4/2023,AGT0032,For Rent,0,0,1,0,0.17,128
PROP02739,New York,Apartment,141567,6,2,1509,1950,1,8/31/2023,AGT0005,For Sale,0,0,0,0,0.37,175
PROP02740,Chicago,House,442428,4,2,1095,1972,0,8/22/2023,AGT0163,For Rent,200,2,0,1,0.26,133
PROP02741,Miami,Condo,315868,6,0,2139,1956,1,11/19/2024,AGT0047,For Rent,200,0,0,1,0.62,258
PROP02742,San Francisco,Apartment,260391,1,3,1382,2003,1,1/20/2025,AGT0136,For Rent,100,0,0,1,0.68,37
PROP02743,San Francisco,House,262201,5,3,1533,1978,0,8/15/2023,AGT0195,For Rent,300,2,1,1,0.42,28
PROP02744,Los Angeles,House,98477,4,1,1489,2019,0,8/26/2023,AGT0124,For Rent,200,0,1,1,0.21,38
PROP02745,Chicago,Condo,,4,5,2147,1958,0,5/25/2025,AGT0195,For Sale,200,2,1,0,0.53,144
PROP02746,New York,House,326185,2,1,1233,1969,0,12/27/2024,AGT0067,For Sale,0,1,0,1,0.56,15
PROP02747,Chicago,Apartment,280591,2,2,1112,2008,0,9/24/2024,AGT0097,For Rent,0,2,1,0,0,254
PROP02748,Chicago,Condo,427848,4,2,912,1996,1,8/18/2024,AGT0019,For Rent,,0,0,1,0.41,153
PROP02749,New York,Condo,161614,3,2,1410,2007,1,3/3/2024,AGT0176,For Sale,0,3,1,1,0.42,41
PROP02750,Los Angeles,Apartment,240322,6,3,1544,2018,0,6/29/2023,AGT0094,For Rent,,1,1,1,0.23,255
PROP02751,Chicago,Condo,214999,2,2,1372,1967,1,10/12/2023,AGT0171,For Rent,200,1,0,1,0.25,241
PROP02752,San Francisco,House,272120,5,1,1278,1955,0,6/10/2025,AGT0079,For Sale,300,3,0,1,0.08,231
PROP02753,New York,House,306747,2,1,1136,2020,0,5/3/2025,AGT0186,For Sale,0,1,1,1,0.4,192
PROP02754,Miami,Condo,343001,1,1,2257,1952,0,10/19/2023,AGT0200,For Sale,200,3,1,0,0.12,193
PROP02755,Los Angeles,Apartment,265302,2,1,965,2001,0,6/2/2025,AGT0132,For Sale,0,2,0,1,0.44,104
PROP02756,New York,House,212264,5,2,517,2010,0,1/23/2025,AGT0067,For Rent,200,3,1,1,0.36,194
PROP02757,Miami,Apartment,468600,3,2,1483,1982,0,8/6/2023,AGT0093,For Rent,,0,0,1,0.03,2
PROP02758,Miami,House,541164,,1,2412,1969,0,12/21/2023,AGT0022,For Sale,100,3,0,1,0.19,240
PROP02759,Chicago,House,314328,1,4,1829,2017,0,12/23/2023,AGT0107,For Sale,100,0,1,1,0.58,110
PROP02760,Chicago,Condo,224321,3,2,,1999,0,2/2/2024,AGT0007,For Sale,,1,1,0,0.11,210
PROP02761,Chicago,Condo,447545,4,0,1951,1979,0,1/1/2025,AGT0106,For Sale,100,2,0,0,0.15,44
PROP02762,New York,Apartment,155324,1,2,1187,1966,0,1/31/2024,AGT0012,For Rent,300,0,1,1,0.29,142
PROP02763,New York,Condo,266522,3,4,,1980,0,2/9/2024,AGT0064,For Sale,300,3,1,1,0.48,243
PROP02764,Los Angeles,House,230388,2,1,1491,1963,0,12/28/2024,AGT0131,For Rent,,1,1,0,0.27,14
PROP02765,Chicago,House,184046,1,1,1966,1982,0,4/27/2024,AGT0013,For Rent,300,0,0,0,0.01,109
PROP02766,Miami,Apartment,271997,3,1,1187,1996,0,8/1/2024,AGT0096,For Sale,,0,0,1,0.53,59
PROP02767,San Francisco,Apartment,213582,4,4,1101,2005,0,5/25/2024,AGT0009,For Rent,,2,1,0,0.79,113
PROP02768,Los Angeles,House,301265,2,3,1391,1963,0,12/9/2024,AGT0158,For Sale,100,1,0,1,0.24,171
PROP02769,New York,Condo,302717,1,3,1995,1978,0,8/4/2023,AGT0062,For Sale,200,3,0,0,0.46,187
PROP02770,Los Angeles,Condo,237866,2,0,1695,1955,0,12/8/2024,AGT0171,For Rent,300,1,0,0,0.14,188
PROP02771,Los Angeles,Apartment,262948,5,4,1563,1973,0,11/15/2024,AGT0070,For Rent,300,1,1,0,0.55,189
PROP02772,Los Angeles,Apartment,276915,2,3,954,1977,0,9/18/2024,AGT0012,For Sale,200,2,1,0,0.56,108
PROP02773,Los Angeles,House,380984,2,1,1191,2005,0,6/15/2024,AGT0087,For Rent,,3,1,1,0.46,230
PROP02774,San Francisco,House,285157,0,1,945,1952,0,1/8/2024,AGT0057,For Rent,,3,0,1,0.47,70
PROP02775,Chicago,Apartment,382470,1,1,815,1953,1,3/21/2024,AGT0175,For Rent,100,3,1,0,0.53,245
PROP02776,Miami,House,358581,1,2,981,1987,0,7/17/2024,AGT0144,For Rent,100,0,0,0,0.32,45
PROP02777,Los Angeles,Apartment,357153,,1,1892,1981,0,7/27/2024,AGT0085,For Rent,200,1,0,0,-0.12,223
PROP02778,Los Angeles,Apartment,438784,4,3,1674,2003,1,3/29/2024,AGT0058,For Rent,100,0,1,1,0.28,8
PROP02779,Los Angeles,Condo,188060,1,7,1478,2009,1,10/25/2024,AGT0142,For Sale,,0,1,1,0.17,172
PROP02780,Chicago,Apartment,252681,6,,1015,1991,0,6/20/2024,AGT0134,For Rent,0,1,1,1,0.23,218
PROP02781,New York,House,476329,,2,1313,1997,0,10/2/2023,AGT0200,For Sale,200,3,0,0,0.38,6
PROP02782,New York,Condo,,2,3,1636,1999,0,6/19/2023,AGT0193,For Rent,0,0,0,1,0.37,161
PROP02783,San Francisco,Condo,18487,3,2,1078,2007,0,2/13/2025,AGT0084,For Sale,300,1,1,1,0.03,233
PROP02784,New York,House,279703,4,0,1357,1986,0,8/25/2023,AGT0154,For Rent,0,1,1,1,0.44,104
PROP02785,Los Angeles,House,313493,0,3,1466,2006,0,5/31/2024,AGT0008,For Sale,300,1,0,0,0.3,190
PROP02786,Los Angeles,House,38288,5,4,2243,1972,1,6/27/2024,AGT0070,For Sale,200,3,0,1,0.49,280
PROP02787,Los Angeles,Apartment,433393,6,2,1976,2013,1,3/24/2024,AGT0134,For Rent,200,0,1,0,0.36,188
PROP02788,San Francisco,Condo,228628,1,2,2438,2003,0,4/2/2025,AGT0105,For Sale,0,1,1,1,0.38,61
PROP02789,Los Angeles,Apartment,332856,2,1,1205,1980,1,11/16/2023,AGT0155,For Sale,100,1,1,1,0.22,217
PROP02790,New York,Apartment,277401,1,4,1777,1993,0,4/24/2024,AGT0081,For Sale,0,3,0,0,0.45,86
PROP02791,Chicago,Apartment,171164,4,2,1644,2005,0,9/17/2023,AGT0180,For Sale,,2,1,1,0.44,256
PROP02792,Chicago,Apartment,192949,4,,2042,1953,0,11/19/2024,AGT0117,For Rent,,0,1,0,0.35,5
PROP02793,Miami,Condo,206491,4,2,2334,1983,1,4/4/2025,AGT0029,For Rent,200,2,1,0,0.38,38
PROP02794,New York,Condo,408567,4,,968,1990,0,7/4/2023,AGT0177,For Rent,100,3,1,1,0.38,254
PROP02795,Los Angeles,Apartment,,7,3,1210,1994,0,6/27/2023,AGT0149,For Rent,100,1,0,1,0.31,25
PROP02796,Chicago,House,247813,4,4,694,2014,1,2/26/2024,AGT0196,For Rent,300,0,1,0,0.12,125
PROP02797,New York,Condo,206539,3,1,1886,1963,0,11/21/2024,AGT0194,For Sale,,2,1,0,0.09,265
PROP02798,Chicago,Apartment,419615,8,3,1073,2012,1,1/13/2024,AGT0101,For Sale,,1,1,1,0.19,67
PROP02799,Los Angeles,House,446420,5,2,1107,1959,0,8/3/2024,AGT0084,For Rent,,1,0,1,0.61,236
PROP02800,Chicago,House,418474,4,3,1755,1983,0,5/7/2025,AGT0063,For Sale,0,3,1,1,0.53,62
PROP02801,Miami,Apartment,349243,6,4,769,2001,0,4/1/2025,AGT0129,For Rent,200,2,1,0,0.48,280
PROP02802,Miami,Condo,328983,3,1,869,2012,0,9/6/2024,AGT0009,For Sale,300,2,0,0,-0.05,162
PROP02803,Chicago,House,178406,3,4,,2010,0,12/19/2024,AGT0159,For Sale,100,0,0,1,0.42,128
PROP02804,New York,Condo,275418,1,2,1513,2005,0,4/30/2024,AGT0196,For Sale,200,1,1,1,0.48,16
PROP02805,New York,Condo,231613,3,2,1328,2018,0,9/23/2024,AGT0196,For Sale,200,0,1,1,0.37,108
PROP02806,New York,House,117448,3,,,2015,1,7/12/2023,AGT0109,For Rent,300,2,0,0,0.4,57
PROP02807,Chicago,Apartment,405704,4,1,2057,2008,1,12/12/2024,AGT0135,For Rent,300,1,0,1,0.41,184
PROP02808,New York,House,230417,1,0,1782,2011,1,1/12/2024,AGT0122,For Rent,200,0,0,1,0.39,265
PROP02809,Los Angeles,House,419594,4,1,1184,2017,0,7/6/2023,AGT0081,For Rent,100,0,0,1,0.34,226
PROP02810,Miami,Condo,388174,2,4,1192,1999,0,3/23/2025,AGT0031,For Rent,200,3,0,0,0.12,92
PROP02811,Los Angeles,Apartment,355671,2,0,1764,1965,0,10/21/2023,AGT0137,For Rent,0,2,1,0,0.27,276
PROP02812,New York,Condo,361288,5,1,1387,1960,0,8/2/2024,AGT0178,For Rent,0,3,0,0,-0.09,284
PROP02813,Los Angeles,House,238468,1,1,2034,1995,0,12/27/2023,AGT0133,For Rent,0,0,1,0,0.22,48
PROP02814,New York,Apartment,485785,1,,1493,2017,0,8/21/2024,AGT0039,For Rent,300,0,1,0,0.46,192
PROP02815,Chicago,Apartment,304312,,0,807,1995,1,1/28/2025,AGT0161,For Rent,200,3,1,1,0.08,62
PROP02816,Los Angeles,Apartment,330193,2,2,1577,2013,1,8/8/2024,AGT0159,For Sale,0,1,1,0,0.13,234
PROP02817,Chicago,Apartment,235092,5,0,1454,1993,0,5/31/2025,AGT0131,For Sale,,2,0,0,0.04,100
PROP02818,Chicago,Apartment,206883,2,1,1608,1994,0,4/15/2024,AGT0131,For Rent,0,0,1,1,0.74,98
PROP02819,San Francisco,House,347729,2,4,851,2019,0,10/31/2024,AGT0001,For Rent,,0,1,1,0.54,277
PROP02820,New York,House,321751,1,1,823,1957,1,6/7/2025,AGT0141,For Sale,300,1,1,1,0.21,73
PROP02821,Miami,House,221064,2,3,2278,2001,0,1/13/2025,AGT0073,For Rent,100,2,0,1,0.79,107
PROP02822,New York,Condo,156157,,4,1107,2019,1,8/25/2023,AGT0133,For Sale,200,3,0,0,0.55,75
PROP02823,Miami,Apartment,173007,4,3,1317,1980,0,2/7/2024,AGT0007,For Sale,200,1,1,0,0.51,51
PROP02824,New York,Apartment,419613,3,3,530,2002,0,12/14/2024,AGT0047,For Sale,0,2,1,1,0.29,277
PROP02825,Chicago,House,238674,,1,1528,1989,1,5/5/2025,AGT0007,For Rent,0,3,0,1,0.45,55
PROP02826,Los Angeles,Apartment,266109,1,2,635,1981,0,2/15/2024,AGT0194,For Rent,300,2,1,1,0.46,212
PROP02827,Los Angeles,Condo,445034,2,2,1454,1951,0,9/21/2023,AGT0059,For Rent,200,3,1,0,0.03,293
PROP02828,San Francisco,Apartment,187784,6,0,1596,1961,0,3/30/2025,AGT0114,For Rent,0,1,1,1,0.36,76
PROP02829,Miami,Apartment,227300,5,4,1228,1981,1,1/11/2024,AGT0001,For Rent,200,3,1,1,0.28,51
PROP02830,Miami,Condo,223123,1,5,1805,1961,1,7/25/2024,AGT0066,For Rent,300,0,0,1,0.31,168
PROP02831,Miami,House,461806,1,1,1525,1979,1,1/16/2025,AGT0158,For Rent,0,3,0,1,0.47,251
PROP02832,Chicago,House,499338,4,1,1672,1984,0,10/9/2024,AGT0168,For Rent,200,3,1,0,0.57,157
PROP02833,Miami,Apartment,375156,2,3,1381,1995,1,4/30/2024,AGT0153,For Rent,300,1,1,0,0.06,135
PROP02834,Los Angeles,Condo,378338,1,1,1503,1968,1,12/15/2024,AGT0165,For Rent,0,1,0,0,0.13,287
PROP02835,Chicago,House,241964,2,3,2552,2014,0,5/26/2025,AGT0133,For Rent,300,2,0,1,0.26,289
PROP02836,New York,House,494732,4,4,,2018,0,11/7/2023,AGT0005,For Sale,,1,0,0,0.5,119
PROP02837,Miami,House,326769,0,3,995,1966,0,10/4/2023,AGT0167,For Sale,100,2,1,1,0.2,287
PROP02838,Miami,Apartment,385311,4,3,1377,1975,0,5/7/2025,AGT0087,For Sale,0,1,0,1,0.11,196
PROP02839,New York,Condo,289447,1,1,1959,2001,0,8/1/2023,AGT0059,For Rent,,2,1,1,0.36,145
PROP02840,Miami,Apartment,273196,3,0,1001,2017,0,3/3/2025,AGT0040,For Sale,300,1,1,0,-0.12,278
PROP02841,New York,House,466304,6,1,435,1961,0,8/21/2023,AGT0145,For Rent,0,3,0,1,0.32,55
PROP02842,Chicago,Condo,353972,6,1,231,1984,0,3/15/2024,AGT0081,For Rent,,0,0,0,0.76,50
PROP02843,Los Angeles,Apartment,445137,3,2,1517,1977,1,12/2/2024,AGT0126,For Rent,0,2,0,0,0.39,148
PROP02844,New York,House,325532,4,2,1221,2004,0,1/8/2025,AGT0054,For Rent,200,3,0,0,0.14,136
PROP02845,San Francisco,House,215163,4,,1996,1972,0,11/3/2024,AGT0191,For Sale,0,1,0,0,0.32,17
PROP02846,New York,Apartment,241665,4,,1401,1998,0,3/31/2025,AGT0173,For Rent,100,0,1,1,0.15,50
PROP02847,Miami,House,310296,,1,2218,1955,1,3/9/2025,AGT0197,For Sale,0,1,1,1,0.04,111
PROP02848,Chicago,House,237349,7,2,716,2004,0,9/4/2024,AGT0119,For Sale,100,3,1,0,0.22,257
PROP02849,Chicago,Condo,189253,2,2,,1993,0,9/2/2024,AGT0155,For Rent,300,3,0,0,0.14,116
PROP02850,New York,House,420141,4,3,1850,1959,1,9/5/2024,AGT0167,For Rent,0,2,1,0,0.58,36
PROP02851,Los Angeles,Apartment,3016324.057,2,3,7467.705263,1980,0,10/23/2023,AGT0046,For Rent,,0,1,0,0.68,271
PROP02852,San Francisco,Condo,313819,5,3,1748,1988,0,6/2/2024,AGT0066,For Rent,200,1,1,0,0.28,181
PROP02853,Chicago,Apartment,329613,2,1,1643,1962,0,10/23/2024,AGT0189,For Sale,300,0,1,1,0.23,295
PROP02854,Miami,House,241184,4,1,842,2007,0,11/8/2023,AGT0106,For Sale,0,0,1,1,0.37,291
PROP02855,Miami,Condo,,3,3,940,1975,0,1/23/2025,AGT0043,For Sale,100,2,0,0,0.15,179
PROP02856,Los Angeles,Condo,188285,2,3,1541,1968,0,2/22/2025,AGT0133,For Rent,300,3,1,1,0.26,37
PROP02857,Chicago,Condo,326162,4,1,2499,1951,0,3/18/2024,AGT0139,For Rent,300,1,1,1,0.31,86
PROP02858,New York,Condo,324611,3,3,1155,1974,1,12/19/2023,AGT0125,For Sale,300,1,1,0,0.15,4
PROP02859,Miami,Apartment,294574,0,1,1769,1951,0,6/29/2023,AGT0194,For Sale,,2,0,0,0.07,66
PROP02860,Los Angeles,House,170308,3,2,1476,2016,0,2/28/2025,AGT0001,For Sale,200,2,0,0,0.36,265
PROP02861,Chicago,House,387081,4,3,1739,2019,0,9/11/2024,AGT0033,For Sale,200,0,0,1,0.39,124
PROP02862,Chicago,Condo,374351,4,1,1543,2003,0,8/16/2023,AGT0146,For Rent,0,1,0,1,0.11,25
PROP02863,Chicago,House,232443,2,3,1108,1999,1,4/8/2025,AGT0092,For Rent,300,2,0,0,0.39,235
PROP02864,Chicago,Apartment,370748,4,0,1801,2012,0,5/9/2025,AGT0162,For Rent,,2,0,1,0.25,67
PROP02865,Chicago,House,337490,6,3,1616,1991,0,4/10/2024,AGT0151,For Sale,100,0,0,1,0.21,45
PROP02866,Miami,Apartment,171938,,1,2300,1958,1,4/11/2025,AGT0120,For Sale,200,1,1,1,-0.06,291
PROP02867,Los Angeles,Apartment,214607,2,,1761,2012,0,8/23/2023,AGT0058,For Sale,0,2,1,1,0.44,98
PROP02868,Chicago,House,,5,4,847,1982,0,10/25/2024,AGT0097,For Sale,,0,0,0,0.25,289
PROP02869,San Francisco,Apartment,330941,3,1,1847,1955,1,4/19/2024,AGT0139,For Rent,,2,1,1,0.26,77
PROP02870,San Francisco,Apartment,243569,4,3,1897,2011,1,8/19/2024,AGT0041,For Rent,0,0,0,0,0.42,125
PROP02871,Los Angeles,Apartment,214152,3,,1703,1963,1,8/20/2024,AGT0162,For Rent,200,2,1,0,0.57,89
PROP02872,New York,Apartment,248460,4,3,2176,2003,0,8/28/2023,AGT0196,For Sale,200,3,0,1,0.2,212
PROP02873,New York,Condo,255552,1,1,557,2021,0,4/20/2025,AGT0055,For Sale,200,1,0,1,0.34,73
PROP02874,New York,House,215403,5,0,2245,2005,0,9/21/2024,AGT0060,For Sale,,2,0,0,0.64,270
PROP02875,San Francisco,Condo,125823,8,1,1640,1992,0,7/31/2023,AGT0015,For Rent,0,1,0,0,0.36,19
PROP02876,New York,Apartment,414001,2,1,1990,1953,1,6/8/2025,AGT0019,For Sale,100,0,1,0,0.25,44
PROP02877,Miami,House,397063,4,2,1097,2016,0,4/29/2024,AGT0028,For Sale,100,0,1,0,0.66,127
PROP02878,Chicago,Apartment,172674,4,,,1966,0,3/11/2024,AGT0028,For Rent,0,2,0,1,0.04,216
PROP02879,San Francisco,House,313631,4,4,1431,1982,0,6/13/2024,AGT0075,For Sale,200,3,0,1,0.36,217
PROP02880,Los Angeles,Condo,209776,4,0,1567,2003,0,11/8/2023,AGT0071,For Rent,,1,0,1,0.21,125
PROP02881,Los Angeles,House,273843,3,1,837,2018,0,6/6/2025,AGT0117,For Sale,300,2,0,0,0.42,198
PROP02882,Chicago,Apartment,265523,4,2,1797,1978,1,1/9/2024,AGT0082,For Sale,0,0,0,0,0.4,67
PROP02883,San Francisco,House,257216,3,0,1678,1977,0,11/29/2023,AGT0117,For Sale,300,2,1,1,-0.41,44
PROP02884,New York,House,500294,2,1,2263,1960,0,8/31/2023,AGT0015,For Rent,200,3,1,1,0.51,96
PROP02885,New York,Condo,255967,1,3,1530,1992,1,6/23/2024,AGT0082,For Sale,100,1,1,1,0.37,263
PROP02886,Miami,Apartment,219173,0,3,2147,1982,0,6/28/2023,AGT0010,For Sale,0,1,1,0,0.6,168
PROP02887,Miami,House,223741,2,1,1519,1984,1,8/11/2023,AGT0028,For Sale,300,1,0,1,0.1,78
PROP02888,New York,Condo,404377,4,1,1586,1994,0,8/13/2024,AGT0140,For Rent,,0,0,1,0.25,218
PROP02889,Los Angeles,House,134789,,2,1854,2019,0,4/10/2024,AGT0064,For Sale,300,1,0,1,0.46,143
PROP02890,Los Angeles,Apartment,223737,1,2,1598,2013,0,7/13/2023,AGT0045,For Rent,300,0,1,0,0.28,42
PROP02891,Miami,House,444682,1,0,1122,2018,0,11/2/2024,AGT0144,For Rent,300,0,1,0,0.29,136
PROP02892,Chicago,House,324398,3,4,833,1953,0,4/2/2025,AGT0030,For Sale,200,2,1,0,-0.22,44
PROP02893,New York,House,319192,,1,1058,2000,0,2/22/2025,AGT0163,For Rent,,2,0,1,0.26,144
PROP02894,Miami,House,513214,5,4,1702,2011,0,5/20/2025,AGT0067,For Rent,0,3,1,0,0.57,198
PROP02895,Miami,Apartment,324634,1,2,1688,1976,0,11/17/2024,AGT0146,For Sale,0,1,1,0,0.45,18
PROP02896,New York,Condo,229181,2,3,2133,2011,0,2/20/2024,AGT0011,For Rent,300,0,0,1,0.31,257
PROP02897,New York,Condo,271792,4,1,1477,2011,1,8/19/2024,AGT0164,For Sale,300,0,0,1,0.1,277
